  0.86879000E+01  0.45845000E+01  0.16534000E+02 -0.52023842E+04
  0.74657000E+01  0.34651000E+01  0.28983700E+02 -0.55584547E+04
  0.49920000E+01  0.26101000E+01  0.33678400E+02 -0.53897866E+04
  0.63938000E+01  0.31534000E+01  0.23773900E+02 -0.55176173E+04
  0.96381000E+01  0.54487000E+01  0.17527000E+02 -0.53445459E+04
  0.84582000E+01  0.68840000E+00  0.12546500E+02 -0.53808138E+04
  0.10861900E+02  0.40971000E+01  0.14483700E+02 -0.53895972E+04
  0.87786000E+01  0.90070000E+00  0.11537300E+02 -0.53492015E+04
  0.95275000E+01  0.34748000E+01  0.12191100E+02 -0.53237825E+04
  0.72841000E+01  0.61365000E+01  0.11432300E+02 -0.53245189E+04
  0.48013000E+01  0.65444000E+01  0.15020100E+02 -0.53927405E+04
  0.43052000E+01  0.72978000E+01  0.13454800E+02 -0.53288852E+04
  0.48534000E+01  0.55166000E+01  0.15890100E+02 -0.53015858E+04
  0.45654000E+01  0.27491000E+01  0.14627800E+02 -0.52294802E+04
  0.68444000E+01  0.13811000E+01  0.13292600E+02 -0.52625791E+04
  0.69134000E+01  0.60420000E+00  0.84720000E+01 -0.52930273E+04
  0.81397000E+01  0.24457000E+01  0.74311000E+01 -0.53106565E+04
  0.80772000E+01  0.33471000E+01  0.39367000E+01 -0.53496566E+04
  0.90585000E+01  0.47789000E+01  0.55529000E+01 -0.53639522E+04
  0.79518000E+01  0.38074000E+01  0.32598000E+01 -0.52531216E+04
  0.72710000E+01  0.20425000E+01  0.49388000E+01 -0.53575303E+04
  0.62821000E+01  0.23976000E+01  0.36205000E+01 -0.52611843E+04
  0.74468000E+01  0.91880000E+00  0.57239000E+01 -0.53614870E+04
  0.81696000E+01  0.16294000E+01  0.34655000E+01 -0.52624461E+04
  0.84751000E+01  0.27580000E+01  0.19178000E+01 -0.52351697E+04
  0.10221200E+02  0.45496000E+01  0.10651000E+01 -0.52374394E+04
  0.11215200E+02  0.60512000E+01 -0.72770000E+00 -0.52704256E+04
  0.12521300E+02  0.46665000E+01 -0.84780000E+00 -0.52157684E+04
  0.12355700E+02  0.52243000E+01 -0.21773000E+01 -0.51734478E+04
  0.11791400E+02  0.38823000E+01 -0.14912000E+01 -0.52482455E+04
  0.10127200E+02  0.47326000E+01 -0.72940000E+00 -0.52904823E+04
  0.96230000E+01  0.36736000E+01  0.54480000E+00 -0.52884561E+04
  0.85867000E+01  0.46351000E+01  0.12530000E+00 -0.52266069E+04
  0.71104000E+01  0.75352000E+01  0.14432000E+01 -0.52327496E+04
  0.81226000E+01  0.80183000E+01  0.21512000E+01 -0.53495746E+04
  0.81336000E+01  0.95863000E+01  0.36842000E+01 -0.52837614E+04
  0.96868000E+01  0.86850000E+01  0.42274000E+01 -0.52736221E+04
  0.88357000E+01  0.80148000E+01  0.60174000E+01 -0.52398208E+04
  0.10542000E+02  0.55163000E+01  0.76552000E+01 -0.53356127E+04
  0.93687000E+01  0.42732000E+01  0.10677700E+02 -0.53574049E+04
  0.82807000E+01  0.17590000E+01  0.11208600E+02 -0.53397503E+04
  0.46169000E+01  0.18282000E+01  0.12155800E+02 -0.52750699E+04
  0.21758000E+01  0.25354000E+01  0.10870700E+02 -0.53493335E+04
  0.79140000E+00  0.25998000E+01  0.10089500E+02 -0.53246945E+04
 -0.61710000E+00  0.40859000E+01  0.88012000E+01 -0.53580445E+04
  0.83300000E-01  0.45623000E+01  0.89670000E+01 -0.53441124E+04
  0.18360000E+00  0.71983000E+01  0.94257000E+01 -0.53272632E+04
  0.27857000E+01  0.65055000E+01  0.12583900E+02 -0.53404754E+04
  0.42152000E+01  0.84136000E+01  0.13829100E+02 -0.53225139E+04
  0.57772000E+01  0.72428000E+01  0.16789200E+02 -0.52772178E+04
  0.63993000E+01  0.74340000E+01  0.17147000E+02 -0.52840840E+04
  0.56095000E+01  0.57957000E+01  0.17530800E+02 -0.53141030E+04
  0.43540000E+01  0.51665000E+01  0.17834700E+02 -0.53243569E+04
  0.26606000E+01  0.36662000E+01  0.16598900E+02 -0.53712615E+04
  0.67340000E+00  0.28479000E+01  0.14524200E+02 -0.53929874E+04
 -0.49850000E+00  0.55120000E+00  0.13452300E+02 -0.53990630E+04
 -0.21484000E+01 -0.50140000E+00  0.12145400E+02 -0.53922571E+04
 -0.22213000E+01 -0.22432000E+01  0.12605100E+02 -0.54291633E+04
 -0.32030000E+01 -0.26162000E+01  0.13733500E+02 -0.53267998E+04
 -0.23760000E+01 -0.35819000E+01  0.15389000E+02 -0.53364107E+04
 -0.22072000E+01 -0.14916000E+01  0.14516800E+02 -0.53189386E+04
 -0.99670000E+00 -0.12928000E+01  0.13596500E+02 -0.53961520E+04
 -0.11184000E+01 -0.28810000E+00  0.11969600E+02 -0.53853071E+04
 -0.48410000E+00  0.85800000E-01  0.11979800E+02 -0.54204985E+04
  0.17550000E+00  0.14218000E+01  0.11673600E+02 -0.52961967E+04
  0.22135000E+01  0.24734000E+01  0.11538600E+02 -0.53263300E+04
  0.75750000E+00  0.25966000E+01  0.13648300E+02 -0.52549463E+04
  0.20451000E+01  0.20560000E+01  0.13228600E+02 -0.53273734E+04
  0.25351000E+01  0.81010000E+00  0.15383000E+02 -0.52916773E+04
  0.38398000E+01  0.99430000E+00  0.14148500E+02 -0.53477268E+04
  0.24627000E+01 -0.83420000E+00  0.14491100E+02 -0.53059717E+04
  0.31981000E+01 -0.79160000E+00  0.14209100E+02 -0.53050465E+04
  0.17131000E+01 -0.23934000E+01  0.15256200E+02 -0.53358424E+04
  0.29731000E+01  0.40230000E+00  0.14735000E+02 -0.53825637E+04
  0.22684000E+01  0.11098000E+01  0.15667900E+02 -0.52737505E+04
  0.27590000E+01  0.16418000E+01  0.15414100E+02 -0.52973990E+04
  0.11586000E+01  0.14058000E+01  0.14694100E+02 -0.53501594E+04
  0.30039000E+01  0.37249000E+01  0.13310900E+02 -0.54103387E+04
  0.11184000E+01  0.25829000E+01  0.11853000E+02 -0.53477806E+04
  0.89900000E+00  0.24764000E+01  0.12050300E+02 -0.54035466E+04
 -0.10158000E+01 -0.50730000E+00  0.12132100E+02 -0.54412017E+04
 -0.16956000E+01 -0.10710000E+00  0.12062500E+02 -0.54699970E+04
 -0.20962000E+01 -0.17111000E+01  0.13745500E+02 -0.53728729E+04
 -0.33318000E+01 -0.11186000E+01  0.15237500E+02 -0.53282488E+04
 -0.19006000E+01 -0.23032000E+01  0.17444200E+02 -0.53083300E+04
 -0.35611000E+01 -0.18705000E+01  0.15808800E+02 -0.54310070E+04
 -0.95540000E+00 -0.24781000E+01  0.16979700E+02 -0.53648250E+04
 -0.13199000E+01 -0.12975000E+01  0.16919700E+02 -0.53747622E+04
  0.26405000E+01 -0.14392000E+01  0.16258100E+02 -0.53470140E+04
  0.11195000E+01 -0.71010000E+00  0.12988500E+02 -0.54712302E+04
  0.40637000E+01 -0.16329000E+01  0.11913100E+02 -0.53598828E+04
  0.36470000E+01 -0.19895000E+01  0.99828000E+01 -0.53696466E+04
  0.47199000E+01 -0.35221000E+01  0.10123300E+02 -0.52530812E+04
  0.39402000E+01 -0.13993000E+01  0.11001000E+02 -0.52948071E+04
  0.30049000E+01 -0.29809000E+01  0.12644300E+02 -0.52898975E+04
  0.21944000E+01 -0.18179000E+01  0.13686300E+02 -0.52777408E+04
  0.14507000E+01 -0.25982000E+01  0.15196000E+02 -0.53031665E+04
  0.16816000E+01 -0.48110000E+00  0.16022700E+02 -0.53082162E+04
  0.44020000E+00 -0.55920000E+00  0.17550200E+02 -0.53016189E+04
  0.15153000E+01  0.81800000E+00  0.19600100E+02 -0.51941227E+04
