    1    -0.31899916E-01  0.34150855E-02 -0.40962062E-01
    2     0.20200200E-02 -0.12865350E-01  0.27255352E-01
    3     0.29035271E-01  0.70558325E-02  0.14999561E-01
    4     0.71338648E-02  0.46606436E-01  0.87565992E-02
    5    -0.14998986E-02 -0.26802345E-01  0.12944656E-02
    6    -0.66330960E-02 -0.10634285E-01 -0.63225154E-02
    7     0.18919174E-01  0.22177977E-01  0.12464375E-01
    8    -0.20642669E-02 -0.11946474E-01  0.81757539E-02
    9    -0.19278364E-01 -0.14660542E-01 -0.22545321E-01
   10     0.19474614E-01  0.11106816E-04 -0.14684513E-01
   11    -0.12193112E-01  0.45051729E-02  0.12133772E-01
   12    -0.53171177E-02 -0.97830919E-03  0.30369626E-02
   13    -0.34739355E-02  0.29611692E-02  0.10601603E-01
   14    -0.68986233E-02  0.39736561E-02  0.23275400E-02
   15     0.97995954E-02  0.45577745E-02 -0.10876157E-01
   16     0.17469387E-02  0.71373841E-02 -0.23893278E-01
   17     0.24449553E-02 -0.31568294E-02  0.32395311E-01
   18    -0.33028885E-02 -0.85202305E-02 -0.44669520E-02
   19     0.15807484E-01 -0.70752706E-02 -0.11508452E-01
   20    -0.22256174E-01  0.16279351E-01  0.21345444E-02
   21     0.17668535E-02 -0.11322107E-01  0.11783741E-01
   22     0.11376831E-01 -0.15188218E-01  0.38979636E-01
   23    -0.10809966E-01  0.21535215E-01 -0.15873759E-01
   24    -0.11069260E-02  0.18916008E-02 -0.21945301E-01
   25     0.18704675E-01 -0.48084985E-02  0.21849530E-01
   26    -0.12444558E-01 -0.12268847E-01 -0.47676540E-02
   27    -0.81389027E-02  0.76652729E-02 -0.19117413E-01
   28    -0.25740336E-02  0.11549301E-01 -0.20410192E-01
   29     0.90325215E-02 -0.79906524E-02  0.33231875E-02
   30    -0.35835985E-02 -0.72949314E-03  0.23891383E-01
   31     0.97300948E-02 -0.40688674E-03  0.21242489E-01
   32    -0.45933423E-02  0.18488498E-02 -0.20251002E-01
   33    -0.66335658E-02 -0.77365152E-02 -0.61297762E-02
   34    -0.27851644E-01  0.94566251E-02  0.76808467E-02
   35     0.15644680E-01 -0.15999203E-01  0.28787328E-02
   36     0.33189892E-02  0.92867562E-02 -0.63524365E-02
   37     0.25386382E-01  0.42507211E-01 -0.78116683E-02
   38     0.98227675E-03 -0.13206061E-01 -0.12682123E-01
   39    -0.29765384E-01 -0.26450777E-01  0.12408398E-01
   40    -0.30045279E-01  0.23921920E+00  0.16789298E+00
   41     0.33337191E-02 -0.64284120E-02 -0.13828136E-01
